Başlık,Yazar,Yıl,Dergi,DOI,Scopus URL
"Interrelationship between environmental degradation, geopolitical risk, crude oil prices, and green bonds: Evidence from the globe by sectoral analysis",Kartal M.T.,2024-08-01,Gondwana Research,10.1016/j.gr.2024.05.004,https://api.elsevier.com/content/abstract/scopus_id/85193486996
"Dynamic relationship between green bonds, energy prices, geopolitical risk, and disaggregated level CO<inf>2</inf> emissions: evidence from the globe by novel WLMC approach",Kartal M.T.,2024-08-01,"Air Quality, Atmosphere and Health",10.1007/s11869-024-01544-z,https://api.elsevier.com/content/abstract/scopus_id/85187655787
A review of ADHD detection studies with machine learning methods using rsfMRI data,Taspinar G.,2024-08-01,NMR in Biomedicine,10.1002/nbm.5138,https://api.elsevier.com/content/abstract/scopus_id/85187480898
Vertical and Horizontal Water Penetration Velocity Modeling in Nonhomogenous Soil Using Fast Multi-Output Relevance Vector Regression,Vaheddoost B.,2024-08-01,Big Data,10.1089/big.2022.0125,https://api.elsevier.com/content/abstract/scopus_id/85181845264
A novel stabilized artificial neural network model enhanced by variational mode decomposing,Danandeh Mehr A.,2024-07-15,Heliyon,10.1016/j.heliyon.2024.e34142,https://api.elsevier.com/content/abstract/scopus_id/85197631847
EXAMINING THE EX(IM)PLICIT QUALITIES IN JAPANESE SPATIAL ATMOSPHERE THROUGH HAIKU 俳句 AND HAIGA 俳画EXAMPLES: THE LAYER OF NARRATION,Hiçsönmezler İ.,2024-07-01,Philosophy East and West,10.1353/pew.2024.a939597,https://api.elsevier.com/content/abstract/scopus_id/85206548255
Keratin Hydrolysis from Tannery Unhairing Process Wastes Structural Property Determination and Keratin Molecular Size Investigation Reducing by Electrospinning Method,Bayramoğlu E.E.,2024-07-01,Journal of the American Leather Chemists Association,,https://api.elsevier.com/content/abstract/scopus_id/85202032833
Revisiting the Potential of Seed Nutri-Priming to Improve Stress Resilience and Nutritive Value of Cereals in the Context of Current Global Challenges,Houmani H.,2024-07-01,Agronomy,10.3390/agronomy14071415,https://api.elsevier.com/content/abstract/scopus_id/85199646530
Consumer Response to Novel Foods: A Review of Behavioral Barriers and Drivers,Günden C.,2024-07-01,Foods,10.3390/foods13132051,https://api.elsevier.com/content/abstract/scopus_id/85198390547
On join-complete implication algebras,Yon Y.H.,2024-07-01,Soft Computing,10.1007/s00500-023-09624-5,https://api.elsevier.com/content/abstract/scopus_id/85198065852
"La:ZnO nanoparticles: an investigation on structural, optical, and microwave properties",Sakar N.,2024-07-01,Journal of Materials Science: Materials in Electronics,10.1007/s10854-024-12903-y,https://api.elsevier.com/content/abstract/scopus_id/85197746363
"Melatonin mediated tolerance to benzalkonium chloride phytotoxicity through improved growth, photochemical reactions, and antioxidant system in wild-type and snat2 mutant Arabidopsis lines",Yildiztugay E.,2024-07-01,Plant Physiology and Biochemistry,10.1016/j.plaphy.2024.108779,https://api.elsevier.com/content/abstract/scopus_id/85194392148
Modelling and analysis of heat pump integrated Photovoltaics-Wind systems for an agricultural greenhouse in Turkey,Ozcan Z.,2024-07-01,Applied Thermal Engineering,10.1016/j.applthermaleng.2024.123364,https://api.elsevier.com/content/abstract/scopus_id/85192329193
Navigating a net-zero economy future: Antecedents and consequences of net-zero economy-based green innovation,Mehmood K.,2024-07-01,Business Strategy and the Environment,10.1002/bse.3685,https://api.elsevier.com/content/abstract/scopus_id/85184153803
The analysis of critical success factors for successful kaizen implementation during the COVID-19 pandemic: a textile industry case study,Kazancoglu Y.,2024-06-25,TQM Journal,10.1108/TQM-08-2023-0254,https://api.elsevier.com/content/abstract/scopus_id/85179910325
Managing the risks against carbon neutralization for green maritime transport,Ozbiltekin-Pala M.,2024-06-10,Journal of Cleaner Production,10.1016/j.jclepro.2024.142478,https://api.elsevier.com/content/abstract/scopus_id/85192158020
"Decoding the Nexus: A Bibliometric Review on Sustainability, Circular Economy, and Consumer Food Waste <sup>†</sup>",Baybars M.,2024-06-01,Sustainability (Switzerland),10.3390/su16114408,https://api.elsevier.com/content/abstract/scopus_id/85195788226
Unobserved heterogeneity in firm performance: The alignment of entrepreneurial orientation and organizational error management culture,Kuckertz A.,2024-06-01,Journal of Business Research,10.1016/j.jbusres.2024.114701,https://api.elsevier.com/content/abstract/scopus_id/85191988186
Conservatism Negatively Predicts Creativity: A Study Across 28 Countries,Groyecka-Bernard A.,2024-06-01,Journal of Cross-Cultural Psychology,10.1177/00220221241238321,https://api.elsevier.com/content/abstract/scopus_id/85189607827
"The impact of cognitive filters on strategic actions and relationships: an analysis from local environmental advocacy in the Aegean Region, Turkey",Can O.,2024-06-01,Regional Environmental Change,10.1007/s10113-024-02208-5,https://api.elsevier.com/content/abstract/scopus_id/85189140762
Online learning of stable robust adaptive controllers design based on data-dependent feedback linearization with application to rotary inverted pendulum,Soydemir M.U.,2024-06-01,Neural Computing and Applications,10.1007/s00521-024-09621-1,https://api.elsevier.com/content/abstract/scopus_id/85188908409
"The effects of globalization on supply chain resilience: outsourcing techniques as interventionism, protectionism, and regionalization strategies",Kazancoglu Y.,2024-06-01,Operations Management Research,10.1007/s12063-023-00429-1,https://api.elsevier.com/content/abstract/scopus_id/85179333300
Examining the Role of Political Party Predispositions and Polarized Media on Network Agenda Setting: The Case of Syrian Refugees in Türkiye,Melek G.,2024-06-01,Journalism and Mass Communication Quarterly,10.1177/10776990231211796,https://api.elsevier.com/content/abstract/scopus_id/85178371249
"Performance Attributes of Environmental, Social, and Governance Exchange-Traded Funds",Baklaci H.F.,2024-06-01,Asia-Pacific Financial Markets,10.1007/s10690-023-09416-9,https://api.elsevier.com/content/abstract/scopus_id/85165478253
"Asymmetric nexus of coal consumption with environmental quality and economic growth: Evidence from BRICS, E7, and Fragile Five countries by novel quantile approaches",Kartal M.T.,2024-06-01,Energy and Environment,10.1177/0958305X231151675,https://api.elsevier.com/content/abstract/scopus_id/85146530014
How are electricity generation effective on carbon neutrality in the global south? Evidence from sectoral CO<inf>2</inf> emissions by daily data,Kartal M.T.,2024-05-20,Science of the Total Environment,10.1016/j.scitotenv.2024.171911,https://api.elsevier.com/content/abstract/scopus_id/85189014809
Alternative electron sinks in chloroplasts and mitochondria of halophytes as a safety valve for controlling ROS production during salinity,Demircan N.,2024-05-01,Physiologia Plantarum,10.1111/ppl.14397,https://api.elsevier.com/content/abstract/scopus_id/85196202146
"Role of Abscisic Acid, Reactive Oxygen Species, and Ca<sup>2+</sup> Signaling in Hydrotropism—Drought Avoidance-Associated Response of Roots",Uzilday B.,2024-05-01,Plants,10.3390/plants13091220,https://api.elsevier.com/content/abstract/scopus_id/85192771167
"The impact of geopolitical risk, institutional governance and green finance on attaining net-zero carbon emission",Hunjra A.I.,2024-05-01,Journal of Environmental Management,10.1016/j.jenvman.2024.120927,https://api.elsevier.com/content/abstract/scopus_id/85192106245
Role of energy transition in easing energy security risk and decreasing CO<inf>2</inf> emissions: Disaggregated level evidence from the USA by quantile-based models,Kartal M.T.,2024-05-01,Journal of Environmental Management,10.1016/j.jenvman.2024.120971,https://api.elsevier.com/content/abstract/scopus_id/85191156479
Extended exergy analysis of a novel integrated absorptional cooling system design without utilization of generator for economical and robust provision of higher cooling demands,Tiktas A.,2024-05-01,Energy Conversion and Management,10.1016/j.enconman.2024.118350,https://api.elsevier.com/content/abstract/scopus_id/85189455206
Impact of digital technologies on the risk assessment in food supply chain: a wake towards digitalisation,Sharma J.,2024-05-01,International Journal of Food Science and Technology,10.1111/ijfs.17035,https://api.elsevier.com/content/abstract/scopus_id/85188469202
"Relationship between monetary policy and financial asset returns in Türkiye: Time, frequency, and quantile-based effects",Kartal M.T.,2024-05-01,Borsa Istanbul Review,10.1016/j.bir.2024.02.005,https://api.elsevier.com/content/abstract/scopus_id/85186369251
Construction of a Waddington-like landscape model that can guide clinical exploration of p53-dynamics-activating parameters in the face of divergent p53 dynamics,Demirkıran G.,2024-05-01,Communications in Nonlinear Science and Numerical Simulation,10.1016/j.cnsns.2024.107893,https://api.elsevier.com/content/abstract/scopus_id/85185843859
An integrated transient model in TRNSYS for thermal management of the tomato growth process in a greenhouse with a PV-aided heat pump-assisted HVAC system,Çam N.Y.,2024-05-01,International Journal of Thermofluids,10.1016/j.ijft.2024.100592,https://api.elsevier.com/content/abstract/scopus_id/85185172190
The role of agri-food 4.0 in climate-smart farming for controlling climate change-related risks: A business perspective analysis,Kazancoglu Y.,2024-05-01,Business Strategy and the Environment,10.1002/bse.3629,https://api.elsevier.com/content/abstract/scopus_id/85177782987
Development of an integrated underfloor heating system model in TRNSYS and performance assessments,Gök O.,2024-04-20,Journal of Energy Storage,10.1016/j.est.2024.110993,https://api.elsevier.com/content/abstract/scopus_id/85185556758
Systematic Literature Review of Health Tourism Innovation,Pırnar İ.,2024-04-19,PASOS Revista de Turismo y Patrimonio Cultural,10.25145/j.pasos.2024.22.026,https://api.elsevier.com/content/abstract/scopus_id/85192820245
A solution approach proposal with a lean perspective for the poultry sector with WRM and BWM integration,Kiran E.,2024-04-08,International Journal of Quality and Reliability Management,10.1108/IJQRM-03-2023-0105,https://api.elsevier.com/content/abstract/scopus_id/85177731178
Design of an interactive fashion recommendation platform with intelligent systems,Vuruskan A.,2024-04-01,Industria Textila,10.35530/IT.075.02.202312,https://api.elsevier.com/content/abstract/scopus_id/85192438043
"Dual-Band 2 × 1 Monopole Antenna Array and Its MIMO Configuration for WiMAX, Sub-6 GHz, and Sub-7 GHz Applications",Iriqat S.,2024-04-01,Electronics (Switzerland),10.3390/electronics13081502,https://api.elsevier.com/content/abstract/scopus_id/85191404263
Complete group law for genus 2 Jacobians on Jacobian coordinates,Ozbay Gurler E.,2024-04-01,Journal of Cryptographic Engineering,10.1007/s13389-024-00351-7,https://api.elsevier.com/content/abstract/scopus_id/85190543677
Life cycle assessment and life cycle costing approach for building decarbonization by design choices: A case study,Umdu E.S.,2024-04-01,Energy Storage,10.1002/est2.618,https://api.elsevier.com/content/abstract/scopus_id/85190068294
A hybrid Bayesian approach for assessment of industry 4.0 technologies towards achieving decarbonization in manufacturing industry,Kumar D.,2024-04-01,Computers and Industrial Engineering,10.1016/j.cie.2024.110057,https://api.elsevier.com/content/abstract/scopus_id/85188710515
Organotypic lung tissue culture as a preclinical model to study host- influenza A viral infection: A case for repurposing of nafamostat mesylate,Saglam-Metiner P.,2024-04-01,Tissue and Cell,10.1016/j.tice.2024.102319,https://api.elsevier.com/content/abstract/scopus_id/85185335576
Wind farm site selection using GIS-based multicriteria analysis with Life cycle assessment integration,Demir A.,2024-04-01,Earth Science Informatics,10.1007/s12145-024-01227-4,https://api.elsevier.com/content/abstract/scopus_id/85182693794
An efficient procedure for optimal maintenance intervention in partially observable multi-component systems,Karabağ O.,2024-04-01,Reliability Engineering and System Safety,10.1016/j.ress.2023.109914,https://api.elsevier.com/content/abstract/scopus_id/85181763817
Mediated public diplomacy and peace journalism: International public news agencies on the Syrian crisis,Ersoy M.,2024-04-01,International Communication Gazette,10.1177/17480485231151580,https://api.elsevier.com/content/abstract/scopus_id/85147351631
"A parametric study on energy, exergy and exergoeconomic assessments of a modified auto-cascade refrigeration cycle supported by a dual evaporator refrigerator",Karacayli I.,2024-03-15,Energy,10.1016/j.energy.2024.130255,https://api.elsevier.com/content/abstract/scopus_id/85183531980
